carat,cut,color,clarity,x,y,z,depth,table,price
0.92,Very Good,F,SI1,6.19,6.26,3.87,62.2,55,4621
0.79,Premium,E,VS2,6.04,5.98,3.64,60.6,53,2876
0.7,Good,I,VS2,5.57,5.59,3.55,63.6,58,2010
0.3,Very Good,J,VS1,4.3,4.25,2.71,63.4,55,506
0.5,Premium,D,SI2,5.12,5.09,3.17,62.1,57,1279
0.5,Ideal,G,VS1,5.05,5.08,3.17,62.6,57,1569
0.28,Very Good,E,VVS2,4.11,4.17,2.65,64,54,572
0.5,Premium,E,SI1,5.16,5.08,3.19,62.3,60,1155
0.9,Good,D,SI1,5.95,6,3.85,64.4,60,4117
0.32,Very Good,F,SI1,4.39,4.44,2.75,62.3,55,533
0.32,Ideal,D,SI1,4.44,4.41,2.69,60.8,57,756
3,Good,J,SI2,9.32,9.19,5.5,59.3,64,14918
0.31,Ideal,I,VS1,4.38,4.39,2.71,61.8,56,507
1.01,Premium,G,SI2,6.37,6.33,3.93,61.9,60,4525
1.01,Very Good,F,VS1,6.32,6.39,3.99,62.8,58,6999
0.32,Premium,H,VS1,4.41,4.37,2.71,61.7,58,720
1.01,Ideal,H,VS2,6.5,6.44,4.02,62.1,54,4909
0.5,Good,E,VS2,4.98,5,3.16,63.3,64,1348
0.34,Premium,E,SI1,4.5,4.47,2.77,61.8,58,765
1.52,Premium,J,VS1,7.36,7.39,4.51,61.2,59,8216
2.02,Premium,I,VS1,8.13,8.05,4.95,61.2,59,17153
1.93,Premium,H,VS2,7.91,7.86,4.95,62.8,58,17353
0.27,Very Good,F,VVS1,4.13,4.16,2.56,61.8,55,604
0.43,Very Good,D,SI2,4.81,4.8,3.03,63.1,59,858
1.08,Ideal,G,SI2,6.55,6.64,4.04,61.3,57,5057
0.32,Ideal,G,VS1,4.37,4.4,2.69,61.3,57,645
0.4,Ideal,G,VVS1,4.78,4.81,2.91,60.8,57,1097
1.2,Ideal,F,VS1,6.89,6.85,4.17,60.7,57,9596
0.33,Premium,H,VS1,4.39,4.46,2.72,61.5,58,579
2.07,Ideal,H,SI2,8.12,8.09,5.14,63.5,53,18198
0.31,Premium,G,VVS1,4.4,4.3,2.72,62.5,57,1046
1.52,Ideal,D,VS2,7.36,7.4,4.58,62.1,58,15922
1.01,Ideal,H,VS2,6.54,6.49,3.95,60.6,57,5317
0.4,Ideal,G,SI1,4.72,4.81,2.92,61.3,55,1084
1.04,Premium,F,SI1,6.46,6.43,4.03,62.5,60,5724
2.08,Premium,I,SI1,8.26,8.22,4.97,60.3,59,15065
0.3,Good,F,VS2,4.24,4.29,2.69,63.1,55,484
1.01,Very Good,F,VS2,6.39,6.44,3.96,61.7,57,6159
0.41,Premium,D,VVS2,4.82,4.78,2.94,61.2,62,1356
0.41,Ideal,J,VS2,4.76,4.79,2.97,62.2,54,613
1.07,Ideal,F,VS2,6.53,6.57,4.09,62.4,55,7483
0.3,Ideal,I,VS1,4.29,4.32,2.69,62.5,54,473
0.51,Very Good,D,SI1,5.13,5.19,3.14,60.9,59,1569
0.51,Ideal,G,VS1,5.06,5.16,3.17,62,56,1656
1.22,Ideal,E,SI2,6.84,6.81,4.28,62.7,57,6343
0.8,Good,D,SI1,5.88,5.8,3.72,63.7,57,2738
0.51,Very Good,E,SI1,5.1,5.07,3.23,63.5,54,1443
0.24,Ideal,H,VVS1,4.02,4.05,2.44,60.7,57,504
0.33,Ideal,G,VVS2,4.46,4.49,2.76,61.7,55,730
1,Premium,H,SI1,6.37,6.45,3.94,61.5,58,4702
0.32,Ideal,F,SI1,4.42,4.44,2.72,61.4,54,586
0.38,Premium,E,VS1,4.66,4.71,2.82,60.2,58,1000
0.44,Ideal,G,IF,4.91,4.95,3.02,61.3,55,1378
1.14,Ideal,H,SI1,6.68,6.72,4.14,61.8,56,7079
1.59,Ideal,H,VS1,7.42,7.49,4.61,61.8,57,12047
1.03,Very Good,F,SI2,6.43,6.51,4.01,62,58,4414
1.52,Good,J,SI1,7.21,7.25,4.6,63.6,60,6897
0.7,Good,D,VS1,5.85,5.87,3.39,57.8,60,3239
0.55,Ideal,F,VS2,5.26,5.3,3.24,61.4,57,2026
1.71,Ideal,F,SI2,7.72,7.67,4.78,62.1,54,11199
2.11,Premium,G,SI2,8.19,8.23,5.11,62.2,58,13598
0.7,Fair,E,SI2,5.56,5.52,3.6,65,54,2600
0.53,Ideal,G,VVS1,5.2,5.22,3.21,61.6,57,2153
1.5,Good,G,SI2,7.2,7.29,4.66,64.3,57,8043
0.7,Ideal,G,VVS1,5.61,5.65,3.51,62.3,57,3123
1.3,Ideal,I,VS1,7.04,6.98,4.35,62.1,57,6931
0.35,Ideal,E,VS1,4.55,4.52,2.79,61.5,57,921
0.9,Very Good,G,SI1,6.09,6.12,3.88,63.6,57,3649
1,Very Good,G,SI2,6.53,6.49,3.79,58.2,63,3427
0.51,Premium,F,VS1,5.11,5.07,3.14,61.7,58,1971
0.31,Ideal,D,SI1,4.37,4.41,2.71,61.7,55,565
0.73,Ideal,I,SI1,5.74,5.77,3.56,62,57,2215
0.32,Very Good,E,VS2,4.4,4.42,2.67,60.5,58,561
0.9,Very Good,E,SI1,6.17,6.19,3.75,60.7,61,3689
1.06,Ideal,G,VVS1,6.53,6.55,4.03,61.6,57,8488
0.9,Good,D,SI2,6.09,6.13,3.9,63.8,58,3806
0.9,Ideal,G,SI1,6.16,6.23,3.88,62.6,56,3841
0.91,Ideal,H,VVS2,6.21,6.23,3.84,61.7,57,5411
0.72,Very Good,F,VS1,5.69,5.74,3.55,62.1,59,3059
0.43,Premium,F,SI1,4.87,4.83,2.99,61.6,59,1016
0.3,Ideal,F,VS2,4.3,4.33,2.69,62.3,57,605
0.33,Ideal,E,SI1,4.49,4.53,2.69,59.6,57,501
0.38,Very Good,F,VVS1,4.61,4.65,2.85,61.6,58,1200
0.41,Good,E,SI1,4.73,4.75,3,63.3,57,755
0.72,Good,H,SI2,5.65,5.68,3.63,64.1,58,1674
1.72,Very Good,G,SI2,7.63,7.67,4.77,62.4,59,10697
1.2,Very Good,J,SI2,6.81,6.85,4.22,61.8,56,4102
1.01,Very Good,G,VS1,6.4,6.38,3.88,60.7,63,6353
0.42,Ideal,D,VS2,4.8,4.83,2.99,62.1,54,1031
1.5,Very Good,E,SI1,7.38,7.41,4.41,59.6,58,11586
1.01,Good,D,SI2,6.38,6.33,4.04,63.6,56,4805
0.6,Good,G,VS2,5.45,5.5,3.27,59.8,61.9,1793
0.41,Ideal,D,VVS1,4.78,4.75,2.97,62.3,55,1582
1,Very Good,H,VVS1,6.36,6.3,4.02,63.5,60,6296
0.52,Premium,H,VVS2,5.21,5.17,3.17,61.1,59,2246
0.32,Ideal,F,VVS1,4.37,4.41,2.72,62,56,867
0.3,Ideal,E,VS2,4.34,4.3,2.69,62.3,56,844
0.7,Very Good,F,VS2,5.64,5.61,3.47,61.7,63,2762
1.11,Ideal,E,IF,6.65,6.69,4.12,61.8,55,15464
1,Fair,J,SI1,6.35,6.3,4.09,64.7,52,3780
1.51,Ideal,E,SI1,7.35,7.42,4.53,61.3,57,11628
0.26,Ideal,G,VVS2,4.11,4.14,2.53,61.4,56,545
2.39,Premium,H,SI1,8.57,8.52,5.28,61.8,58,15917
0.56,Ideal,E,VS1,5.26,5.32,3.26,61.6,56,1773
0.85,Fair,H,I1,6.2,6,3.73,61,61,1324
0.32,Ideal,F,VVS1,4.37,4.42,2.71,61.7,56,809
1,Very Good,H,SI2,6.27,6.36,3.95,62.5,58,4042
0.51,Ideal,G,VVS2,5.14,5.17,3.19,61.9,55,1926
0.5,Premium,D,SI1,5.12,5.09,3.1,60.7,61,1654
0.36,Ideal,E,VS2,4.54,4.58,2.83,62.1,55,789
1.03,Premium,E,SI1,6.64,6.56,3.93,59.5,60,6091
1.2,Ideal,G,VS1,6.78,6.81,4.21,62,57,8545
2.5,Ideal,J,SI2,8.56,8.48,5.46,64,55,14502
1.03,Premium,E,VS2,6.53,6.46,3.98,61.3,61,5906
0.34,Ideal,D,VVS2,4.51,4.53,2.77,61.3,56,1054
1.03,Premium,I,VS1,6.5,6.42,3.98,61.6,58,3553
0.7,Ideal,G,SI2,5.66,5.72,3.55,62.4,55,2232
0.7,Ideal,H,SI1,5.69,5.71,3.56,62.5,55,2294
0.56,Ideal,D,SI1,5.34,5.31,3.27,61.4,57,1814
1.03,Premium,F,SI2,6.52,6.47,3.94,60.7,60,4586
0.67,Very Good,G,VVS1,5.6,5.62,3.48,62,56,3178
1.05,Very Good,G,IF,6.64,6.67,3.92,58.9,61,9013
2.48,Ideal,I,SI2,8.64,8.58,5.36,62.3,57,12883
0.26,Ideal,F,VVS1,4.1,4.11,2.56,62.4,56,599
1.02,Ideal,H,SI2,6.54,6.51,3.96,60.7,57,4398
0.42,Good,F,SI1,4.76,4.7,3.01,63.6,57,926
1.32,Very Good,I,VS2,7.02,7.06,4.26,60.5,59,7125
0.31,Ideal,D,VS1,4.36,4.39,2.65,60.6,57,713
0.39,Very Good,F,VS1,4.72,4.64,2.9,62,56,971
1.23,Ideal,G,VVS2,6.98,6.97,4.21,60.3,57,10304
0.31,Ideal,D,VS2,4.32,4.29,2.69,62.5,56,942
0.34,Ideal,D,VS1,4.49,4.52,2.82,62.6,56,749
0.3,Ideal,F,VVS1,4.27,4.31,2.67,62.2,56,814
0.9,Very Good,G,VS2,6.19,6.11,3.89,63.3,54,4309
0.71,Ideal,G,VS1,5.71,5.75,3.53,61.6,55,3431
0.41,Ideal,F,VVS2,4.73,4.76,2.97,62.6,55,1115
1.51,Very Good,F,SI1,7.34,7.23,4.6,63.2,57,9417
1.02,Premium,D,SI2,6.58,6.55,3.92,59.7,60,5198
0.81,Ideal,H,VS1,5.97,6.04,3.71,61.8,58,3257
0.41,Premium,I,VVS2,4.78,4.76,2.96,62.1,58,1061
0.4,Very Good,F,VS1,4.68,4.72,2.98,63.4,54,909
0.31,Ideal,G,IF,4.36,4.37,2.71,62.1,54,891
0.31,Premium,G,VS1,4.38,4.34,2.71,62.2,58,802
1.02,Ideal,F,SI2,6.38,6.44,4.01,62.6,56,4851
0.58,Ideal,G,SI1,5.33,5.38,3.32,62,58,1408
1.2,Ideal,H,SI1,6.83,6.9,4.25,61.9,54,6588
1.5,Premium,G,VS1,7.3,7.25,4.56,62.7,58,14234
0.33,Ideal,E,VS2,4.46,4.44,2.74,61.6,57,928
1.02,Very Good,F,SI2,6.48,6.52,3.91,60.2,61,4162
0.31,Very Good,F,IF,4.39,4.41,2.7,61.4,55,914
0.71,Premium,E,SI1,5.77,5.73,3.53,61.4,58,2817
0.43,Ideal,I,VVS2,4.79,4.82,3.01,62.6,57,874
0.32,Premium,D,SI2,4.38,4.33,2.72,62.5,58,530
2.01,Premium,H,SI2,8.12,8.02,4.97,61.6,58,16499
0.7,Very Good,J,SI2,5.64,5.67,3.49,61.7,59,1788
0.43,Very Good,F,SI1,4.81,4.84,3.01,62.4,56,792
1.37,Premium,E,VS1,7.27,7.2,4.3,59.4,60,12713
0.51,Very Good,G,VS1,5.21,5.22,3.11,59.6,58,1741
1.56,Premium,E,SI2,7.36,7.41,4.61,62.4,60,9909
1,Good,J,VVS2,6.34,6.31,4.03,63.7,57,3265
1.2,Premium,H,SI1,6.87,6.81,4.19,61.3,60,6451
0.22,Premium,E,VS2,3.93,3.89,2.41,61.6,58,404
1.02,Premium,E,SI1,6.45,6.39,4.03,62.8,58,5429
1.5,Fair,E,SI2,7.26,7.15,4.67,64.8,55,6922
1.52,Good,F,SI2,7.52,7.63,4.41,58.2,60,9028
0.7,Very Good,I,VVS1,5.65,5.72,3.48,61.2,58,2513
0.24,Very Good,F,VVS2,3.97,4.01,2.47,61.9,56,492
0.31,Ideal,G,VVS2,4.37,4.4,2.71,61.8,56,687
0.31,Premium,H,VVS2,4.29,4.33,2.7,62.6,60,625
0.33,Ideal,G,VVS1,4.43,4.46,2.77,62.3,55,868
0.38,Ideal,F,VVS1,4.71,4.69,2.87,61.1,57,1160
0.43,Ideal,G,VVS2,4.86,4.89,2.97,60.9,57,1408
0.71,Ideal,F,SI1,5.75,5.8,3.51,60.8,57,2487
0.5,Good,G,VVS2,4.97,5.05,3.22,64.4,57,1991
0.3,Premium,F,SI1,4.37,4.3,2.64,60.9,58,603
0.84,Very Good,G,SI2,6,6.04,3.78,62.8,57,3015
0.4,Ideal,G,VVS1,4.73,4.76,2.96,62.4,54,1043
0.61,Premium,H,VS1,5.53,5.44,3.27,59.6,61,1793
0.3,Good,I,SI1,4.25,4.3,2.74,64.1,57,391
0.7,Ideal,H,VVS2,5.7,5.63,3.54,62.5,56,2693
0.71,Very Good,D,VS2,5.67,5.7,3.57,62.8,56,3045
0.36,Ideal,F,VS1,4.59,4.61,2.82,61.3,55,803
0.5,Very Good,G,VVS1,5.1,5.15,3.12,60.9,57,1843
0.28,Ideal,F,VVS2,4.18,4.22,2.6,61.8,56,787
0.7,Premium,D,VS1,5.79,5.72,3.51,61,59,3501
0.31,Ideal,G,VVS1,4.34,4.37,2.68,61.4,56,772
1.31,Ideal,F,VS1,7.02,7.04,4.34,61.7,56,11136
1.21,Ideal,G,VS2,6.98,6.9,4.15,59.8,57,8097
0.32,Ideal,G,VVS2,4.4,4.43,2.71,61.4,55,730
1.06,Premium,D,VS2,6.48,6.52,4.05,62.3,59,7541
0.3,Ideal,F,VS1,4.29,4.32,2.67,62.1,56,673
0.32,Premium,J,VS2,4.35,4.38,2.7,61.9,59,393
1.57,Ideal,I,VS1,7.44,7.48,4.65,62.3,57,10209
0.53,Ideal,G,VS1,5.22,5.17,3.21,61.8,55,1813
1.21,Ideal,G,VVS2,6.92,7.01,4.14,59.4,59,9954
0.41,Ideal,F,VVS2,4.85,4.83,2.91,60.1,57,1192
1.01,Premium,F,VS2,6.41,6.32,3.98,62.5,59,7062
1.03,Premium,E,SI2,6.42,6.49,4,62,59,4885
1.03,Very Good,G,SI2,6.52,6.57,4.02,61.4,54,4466
0.36,Premium,G,SI2,4.58,4.56,2.85,62.4,58,608
0.7,Ideal,G,SI1,5.77,5.79,3.52,60.9,57,2394
0.91,Good,I,VS2,6.32,6.38,3.68,58,62,3747
0.39,Premium,G,VS1,4.66,4.7,2.93,62.6,58,855
0.77,Ideal,H,VS2,5.86,5.89,3.64,62,56,2738
0.42,Ideal,E,VVS1,4.78,4.84,2.98,62,56,1400
0.61,Ideal,G,VS1,5.46,5.5,3.34,60.9,57,2167
1.07,Premium,G,SI1,6.66,6.59,4.04,61,58,5091
0.32,Ideal,G,VS1,4.45,4.41,2.71,61.2,56,828
1.03,Ideal,F,VVS1,6.43,6.5,4.02,62.1,56.3,10619
2.03,Premium,J,SI2,8.15,8.12,4.91,60.4,59,9435
1.02,Premium,F,VS1,6.44,6.4,4.03,62.8,58,7677
0.7,Good,G,VS2,5.66,5.59,3.59,63.8,55,2496
0.39,Premium,J,VS2,4.65,4.68,2.86,61.3,60,581
1.21,Very Good,G,VVS2,6.68,6.74,4.22,62.9,59,9358
0.24,Very Good,D,VS2,3.98,4,2.45,61.4,60,373
0.33,Ideal,E,VVS1,4.4,4.43,2.73,61.8,57,984
0.83,Ideal,H,VVS1,6.02,6.07,3.73,61.7,57,3570
0.91,Fair,H,SI2,6.24,6.19,3.81,61.3,67,2825
1.53,Premium,H,SI2,7.4,7.36,4.61,62.5,59,8499
1.03,Premium,H,VS1,6.66,6.61,3.92,59.2,58,4874
0.7,Fair,H,VS2,5.87,5.89,3.35,57,58,1981
0.5,Ideal,F,SI2,5.1,5.12,3.13,61.3,58,1020
0.72,Very Good,E,VS2,5.84,5.89,3.51,59.8,57,3270
0.71,Premium,D,SI1,5.83,5.8,3.44,59.2,62,2547
0.3,Very Good,D,SI1,4.32,4.35,2.55,58.8,63,479
1,Fair,D,SI1,6.15,6.04,4.1,67.3,57,5096
1.5,Ideal,G,SI2,7.38,7.34,4.52,61.4,56,8736
0.54,Ideal,H,VVS2,5.23,5.28,3.21,61.1,56,1696
1.5,Good,H,SI1,7.55,7.48,4.35,57.9,62,9324
0.31,Ideal,G,VS1,4.43,4.39,2.69,61,55,802
1.59,Ideal,J,SI1,7.45,7.48,4.66,62.4,55,8176
0.71,Premium,D,SI1,5.81,5.79,3.51,60.5,59,2743
0.26,Good,F,VVS1,4.03,4.06,2.59,64,57,524
0.45,Ideal,I,VS1,4.95,4.99,3.06,61.6,54,825
1.6,Ideal,F,VS2,7.65,7.59,4.58,60.1,57,13853
0.42,Ideal,G,IF,4.8,4.83,2.99,62.1,56,1400
0.64,Ideal,G,VVS2,5.58,5.63,3.4,60.7,57,2587
1.06,Ideal,I,SI2,6.57,6.6,4.07,61.8,57,4270
1.51,Ideal,F,VS2,7.32,7.27,4.58,62.8,56,14294
1.77,Premium,E,VS2,7.78,7.71,4.77,61.6,58,15278
0.52,Ideal,D,VVS2,5.15,5.17,3.22,62.4,56,2362
1.56,Ideal,J,SI1,7.44,7.39,4.58,61.8,57,6727
1.21,Very Good,J,VS2,6.79,6.83,4.25,62.4,58,4191
0.56,Ideal,D,IF,5.24,5.28,3.28,62.4,56,4216
0.41,Ideal,G,VVS2,4.78,4.74,2.94,61.8,56,1076
0.3,Ideal,G,VVS1,4.31,4.33,2.69,62.3,54,789
2.01,Ideal,I,VS1,8,7.96,4.99,62.5,56,17523
0.35,Ideal,D,VVS1,4.55,4.57,2.8,61.4,55,1672
0.41,Very Good,H,SI1,4.74,4.78,2.97,62.4,56,683
0.31,Premium,D,SI1,4.39,4.34,2.68,61.4,58,732
0.5,Premium,F,SI2,5.14,5.08,3.18,62.2,54,1094
0.8,Very Good,F,SI1,5.9,5.92,3.7,62.6,58,2862
0.51,Ideal,F,VS1,5.13,5.08,3.19,62.5,55,1836
0.3,Ideal,E,VS1,4.36,4.31,2.63,60.7,57,911
2.11,Premium,H,SI2,8.31,8.27,5.06,61,58,13233
0.3,Premium,G,VVS2,4.25,4.28,2.64,61.9,59,684
1.75,Premium,G,VS2,7.76,7.66,4.74,61.5,59,16783
0.52,Premium,D,VS2,5.13,5.09,3.19,62.4,58,1842
0.41,Ideal,G,VVS1,4.78,4.76,2.95,61.8,55,1230
1.01,Ideal,H,SI1,6.38,6.43,3.98,62.1,59,5189
0.73,Ideal,F,SI2,5.77,5.8,3.59,62.1,56,2276
0.41,Ideal,F,VS2,4.83,4.8,2.94,61.1,56,1107
1.3,Ideal,I,SI1,6.94,7,4.34,62.3,58,6451
0.51,Ideal,E,VS2,5.15,5.2,3.15,60.9,56,1656
1.31,Very Good,I,VS2,7.01,7.05,4.3,61.2,58,6917
1.11,Ideal,J,SI1,6.64,6.67,4.13,62.1,56,4259
0.53,Good,F,SI1,5.17,5.12,3.28,63.8,58,1363
0.76,Premium,I,VS1,5.93,5.85,3.49,59.3,62,2753
0.71,Very Good,D,SI1,5.74,5.78,3.52,61.1,56,2724
1.1,Ideal,H,SI1,6.61,6.65,4.08,61.5,56,6844
0.9,Premium,H,VS2,6.25,6.18,3.84,61.8,56,4082
1.53,Very Good,H,SI1,7.32,7.27,4.6,63.1,56,7862
1.51,Good,D,SI2,7.25,7.3,4.52,62.1,60,9069
0.3,Premium,D,SI2,4.31,4.26,2.63,61.4,59,574
1.5,Very Good,E,VS2,7.27,7.31,4.53,62.1,60,14256
1.02,Ideal,F,VS2,6.55,6.62,4.02,61,56,6393
1.54,Premium,D,VS2,7.54,7.61,4.49,59.3,59,16736
0.32,Ideal,F,VS2,4.4,4.37,2.74,62.5,56,828
0.3,Ideal,E,VVS1,4.38,4.36,2.67,61.1,56,982
1.02,Premium,D,SI2,6.43,6.38,4,62.5,59,4907
0.9,Ideal,G,SI2,6.21,6.15,3.86,62.5,55,3338
0.51,Premium,G,VVS1,5.24,5.2,3.14,60.2,58,2027
2.04,Premium,I,VS2,8.14,8.08,4.95,61,61,16768
0.41,Ideal,D,VS1,4.77,4.81,2.93,61.2,57,1018
0.4,Good,E,SI1,4.66,4.69,3,64.2,56,682
1.23,Very Good,H,SI1,6.91,6.86,4.2,61,59,6458
1.02,Good,D,SI2,6.37,6.41,4.05,63.4,59,4633
1.5,Very Good,H,VS1,7.39,7.42,4.41,59.6,60,12152
0.71,Ideal,E,SI1,5.72,5.77,3.56,62,56,2308
0.9,Very Good,D,SI2,6.22,6.12,3.72,60.3,63,3473
1.01,Very Good,F,SI2,6.42,6.39,4.06,63.4,54,4270
1.21,Premium,H,VS2,6.93,6.99,4.13,59.3,60,6849
1,Premium,J,VS2,6.49,6.44,3.9,60.3,58,3790
2.01,Premium,J,SI1,8.15,8.07,4.94,60.9,58,12048
0.39,Very Good,E,VVS2,4.66,4.7,2.91,62.2,55,962
1.2,Good,D,VS2,6.69,6.77,4.2,62.4,60,8521
1.05,Ideal,I,SI1,6.55,6.62,4.02,61,57,4494
1.08,Ideal,H,VS2,6.64,6.61,4.1,61.9,54,5850
0.92,Good,E,SI1,6.17,6.22,3.92,63.3,57,3649
0.54,Ideal,G,VS1,5.25,5.28,3.26,61.9,54,1847
1.14,Premium,G,SI2,6.8,6.78,4.1,60.4,59,4884
0.77,Ideal,J,SI1,5.87,5.93,3.63,61.6,55,2147
1.53,Premium,E,SI1,7.4,7.35,4.52,61.3,59,12968
0.56,Very Good,I,VVS1,5.24,5.28,3.28,62.4,56,1580
0.73,Ideal,G,SI1,5.78,5.74,3.6,62.5,55,2351
0.32,Very Good,E,VS2,4.36,4.39,2.75,62.9,56,702
0.43,Ideal,H,VS1,4.87,4.9,2.99,61.2,55,1329
1.34,Ideal,I,VVS2,7.07,7.09,4.35,61.4,56,8079
0.32,Premium,E,VVS1,4.35,4.39,2.7,61.8,59,954
0.4,Good,D,VS2,4.65,4.71,2.96,63.2,57,786
0.41,Ideal,D,VS2,4.78,4.81,2.96,61.7,56,1007
1.01,Very Good,I,SI2,6.37,6.41,3.93,61.5,62,3299
0.51,Ideal,F,VS2,5.11,5.15,3.18,61.9,55,1591
0.51,Premium,E,VVS1,5.11,5.05,3.12,61.4,60,2323
0.24,Ideal,F,VVS1,3.99,4.01,2.48,62,56,678
0.9,Very Good,F,SI2,6.11,6.2,3.78,61.4,62,3770
0.42,Very Good,E,SI1,4.82,4.74,3.03,63.4,56,992
0.42,Ideal,E,VVS1,4.81,4.84,2.97,61.6,56,1400
1.2,Ideal,I,VS1,6.82,6.84,4.2,61.5,59,6380
0.33,Ideal,G,SI2,4.46,4.41,2.79,62.9,55,557
1.22,Good,H,SI2,6.84,6.77,4.32,63.5,56,6250
0.3,Very Good,E,VS1,4.28,4.31,2.64,61.5,57,578
1.08,Ideal,H,SI2,6.57,6.6,4.07,61.8,55,4491
0.57,Premium,H,SI1,5.46,5.4,3.22,59.3,58,1309
2.01,Good,I,SI1,7.92,7.88,5.06,64.1,60,10184
2.01,Good,I,SI1,7.92,7.88,5.06,64.1,60,10184
0.3,Ideal,I,VS2,4.29,4.31,2.64,61.4,58,438
0.71,Good,I,VS1,5.62,5.57,3.59,64.2,57,2007
1.01,Fair,F,SI2,6.37,6.26,4.1,64.8,55,3477
1,Fair,G,VS2,6.26,6.2,4.02,64.5,58,5161
0.32,Ideal,G,IF,4.42,4.44,2.72,61.4,55,918
0.71,Good,D,VS1,5.84,5.85,3.46,59.2,56,3524
0.32,Good,E,VS2,4.32,4.36,2.78,64.1,54,658
0.29,Very Good,E,VS1,4.2,4.24,2.62,62.1,57,496
2.01,Premium,G,VS2,8.11,7.99,4.94,61.4,58,17987
0.75,Ideal,J,VS1,5.74,5.81,3.63,62.9,57,2300
0.49,Premium,G,VS2,5.16,5.14,3.08,59.8,59,1240
1,Good,I,VS1,6.34,6.32,4.03,63.7,56,5018
1.52,Good,I,VS2,7.23,7.27,4.59,63.3,61,8778
0.71,Ideal,G,VS1,5.71,5.76,3.55,61.8,55,3431
1.01,Fair,E,SI2,6.22,6.18,4.01,64.6,59,3294
0.35,Ideal,E,VS2,4.51,4.53,2.81,62.2,56,767
1.06,Ideal,D,VVS2,6.58,6.59,4.02,61.1,56,11209
0.58,Ideal,E,VS1,5.41,5.47,3.27,60.1,57,1965
0.31,Ideal,G,SI2,4.38,4.34,2.69,61.7,56,523
0.9,Very Good,H,VS1,6.14,6.19,3.86,62.6,55,3964
1.05,Ideal,F,VVS1,6.51,6.53,4,61.4,57,12273
0.57,Premium,F,VS1,5.35,5.4,3.22,59.9,59,1689
1.04,Ideal,I,VS2,6.5,6.54,4.03,61.8,55,5242
0.38,Ideal,F,VS1,4.64,4.59,2.9,62.8,56,998
2.06,Premium,H,SI2,6.29,6.25,4.96,60,60,16098
0.7,Ideal,H,SI2,5.77,5.72,3.53,61.6,56,2326
0.9,Very Good,E,SI1,6.21,6.26,3.73,59.8,58,4165
1.7,Ideal,F,VS2,7.61,7.65,4.75,62.3,56,17892
0.55,Very Good,E,SI2,5.21,5.25,3.27,62.5,54,1238
1.53,Premium,I,SI1,7.38,7.29,4.59,62.6,57,9022
0.5,Ideal,F,VS2,5.12,5.08,3.21,62.9,55,1736
0.3,Ideal,E,VS2,4.31,4.34,2.68,62,56,658
0.32,Premium,H,VS2,4.37,4.39,2.71,61.9,58,505
0.7,Very Good,D,VVS1,5.67,5.71,3.57,62.7,54,4244
1.59,Very Good,H,SI1,7.45,7.48,4.64,62.2,58,10356
0.73,Premium,D,SI2,5.72,5.67,3.56,62.4,58,2519
0.91,Ideal,F,SI2,6.15,6.23,3.84,62,57,4642
1.06,Ideal,G,VS1,6.54,6.61,4.02,61.1,57,8285
0.7,Good,D,VS2,5.81,5.73,3.39,58,65,3073
0.52,Ideal,D,VS2,5.12,5.14,3.21,62.6,55,1822
2.01,Premium,G,SI1,8.15,8.09,5.02,61.8,59,15105
0.4,Premium,F,VS1,4.72,4.68,2.94,62.6,58,1050
0.71,Ideal,G,VS1,5.69,5.73,3.58,62.7,57,2930
1,Ideal,D,SI1,6.51,6.54,3.91,59.9,56,5929
0.66,Ideal,E,SI2,5.61,5.55,3.48,62.4,56,1584
0.48,Premium,E,SI2,4.93,4.9,3.09,62.9,60,1005
0.91,Very Good,E,SI1,6.05,6.12,3.89,63.9,57,4289
0.5,Ideal,E,VVS2,5.09,5.12,3.13,61.7,55.7,2206
2.02,Very Good,G,SI2,8.05,7.96,5.07,63.3,59,13554
1.07,Ideal,G,VVS2,6.58,6.6,4.05,61.5,56,8707
1.51,Good,E,SI2,7.28,7.31,4.6,63.1,58,9343
0.34,Ideal,G,IF,4.49,4.52,2.8,62.2,53,974
0.99,Very Good,D,SI1,6.34,6.37,3.98,62.6,57,5671
0.7,Good,D,SI2,5.56,5.62,3.53,63.1,60,2221
0.7,Very Good,J,VS2,5.86,5.9,3.42,58.2,60,1896
1.5,Very Good,E,SI1,7.42,7.49,4.43,59.4,59,11325
1.24,Very Good,G,VS1,6.96,7,4.2,60.2,58,9738
0.7,Ideal,G,SI1,5.66,5.69,3.51,61.9,58,2567
0.3,Ideal,I,VVS1,4.31,4.35,2.68,61.9,57,552
1,Ideal,G,VVS2,6.37,6.4,4,62.6,55,7403
0.37,Premium,G,VS2,4.58,4.63,2.82,61.2,60,649
1.52,Premium,I,VS1,7.51,7.44,4.53,60.6,57,10300
1.79,Premium,J,SI1,7.79,7.83,4.76,60.9,60,9205
0.49,Ideal,H,SI1,5.15,5.18,3.1,59.9,56,1102
1.39,Premium,H,VS2,7.17,7.1,4.46,62.5,59,7006
0.5,Good,G,SI1,4.93,4.99,3.1,62.5,64,1197
0.62,Fair,J,SI1,5.39,5.28,3.49,65.4,59,1101
1.04,Very Good,F,SI2,6.39,6.34,4.02,63.2,58,4013
1.01,Very Good,F,VS2,6.4,6.35,4.02,63.1,58,6787
0.39,Ideal,F,VS1,4.66,4.7,2.89,61.9,55.2,939
0.34,Very Good,E,SI1,4.56,4.62,2.71,59,60,596
